instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (15)
Depth: 58
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 15 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 58 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (10)
Depth: 59
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 10 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 59 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (5)
Depth: 60
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 5 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 60 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (20)
Depth: 61
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 20 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 61 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (4)
Depth: 62
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 4 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 62 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (11)
Depth: 63
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 11 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 63 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (22)
Depth: 64
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 22 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 64 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (2)
Depth: 65
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 2 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 65 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (12)
Depth: 66
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 12 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 66 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (17)
Depth: 67
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 17 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 67 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (14)
Depth: 68
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 14 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 68 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: FALSE
Elbow Flaring: TRUE (0)
Depth: 69
Acceptable: FALSE","Elbow flaring. Keep elbows closer. ||| Elbow angle: 0 degrees (acceptable range >30). This happens when upper body stability is compromised, causing elbows to flare out to the sides. Heels: on ground. Torso: proper alignment. Knees: behind toes. Depth: 69 degrees (acceptable range 75-90). Keep your elbows tucked closer to your body and point them slightly downward. Engage your core and upper back, and maintain light tension through the arms to support a stable squat position. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (29756ms, torso-hip: 32, ankle: 54, heel: 12)
Elbow Flaring: FALSE
Depth: 91
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 29756ms: torso-hip 32 degrees, ankle 54 degrees, heel distance 12mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 91 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (44436ms, torso-hip: 36, ankle: 47, heel: 23)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 44436ms: torso-hip 36 degrees, ankle 47 degrees, heel distance 23mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 76 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (59530ms, torso-hip: 37, ankle: 51, heel: 20)
Elbow Flaring: FALSE
Depth: 77
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 59530ms: torso-hip 37 degrees, ankle 51 degrees, heel distance 20mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 77 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (38422ms, torso-hip: 36, ankle: 56, heel: 13)
Elbow Flaring: FALSE
Depth: 94
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 38422ms: torso-hip 36 degrees, ankle 56 degrees, heel distance 13mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 94 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (30949ms, torso-hip: 25, ankle: 41, heel: 29)
Elbow Flaring: FALSE
Depth: 79
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 30949ms: torso-hip 25 degrees, ankle 41 degrees, heel distance 29mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 79 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (43830ms, torso-hip: 36, ankle: 49, heel: 15)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 43830ms: torso-hip 36 degrees, ankle 49 degrees, heel distance 15mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 80 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (8732ms, torso-hip: 37, ankle: 55, heel: 24)
Elbow Flaring: FALSE
Depth: 97
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 8732ms: torso-hip 37 degrees, ankle 55 degrees, heel distance 24mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 97 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (33423ms, torso-hip: 32, ankle: 41, heel: 18)
Elbow Flaring: FALSE
Depth: 82
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 33423ms: torso-hip 32 degrees, ankle 41 degrees, heel distance 18mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 82 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (24690ms, torso-hip: 26, ankle: 60, heel: 13)
Elbow Flaring: FALSE
Depth: 83
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 24690ms: torso-hip 26 degrees, ankle 60 degrees, heel distance 13mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 83 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (58729ms, torso-hip: 30, ankle: 57, heel: 25)
Elbow Flaring: FALSE
Depth: 100
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 58729ms: torso-hip 30 degrees, ankle 57 degrees, heel distance 25mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 100 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (11987ms, torso-hip: 38, ankle: 43, heel: 16)
Elbow Flaring: FALSE
Depth: 85
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 11987ms: torso-hip 38 degrees, ankle 43 degrees, heel distance 16mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 85 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (23807ms, torso-hip: 35, ankle: 47, heel: 19)
Elbow Flaring: FALSE
Depth: 86
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 23807ms: torso-hip 35 degrees, ankle 47 degrees, heel distance 19mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 86 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (52774ms, torso-hip: 29, ankle: 42, heel: 12)
Elbow Flaring: FALSE
Depth: 93
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 52774ms: torso-hip 29 degrees, ankle 42 degrees, heel distance 12mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 93 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (14615ms, torso-hip: 40, ankle: 57, heel: 10)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 14615ms: torso-hip 40 degrees, ankle 57 degrees, heel distance 10mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 88 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (45916ms, torso-hip: 29, ankle: 59, heel: 17)
Elbow Flaring: FALSE
Depth: 89
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 45916ms: torso-hip 29 degrees, ankle 59 degrees, heel distance 17mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 89 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (57656ms, torso-hip: 34, ankle: 41, heel: 23)
Elbow Flaring: FALSE
Depth: 96
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 57656ms: torso-hip 34 degrees, ankle 41 degrees, heel distance 23mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 96 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (42662ms, torso-hip: 34, ankle: 55, heel: 26)
Elbow Flaring: FALSE
Depth: 75
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 42662ms: torso-hip 34 degrees, ankle 55 degrees, heel distance 26mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 75 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (20072ms, torso-hip: 32, ankle: 56, heel: 29)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 20072ms: torso-hip 32 degrees, ankle 56 degrees, heel distance 29mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 76 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (22406ms, torso-hip: 39, ankle: 43, heel: 26)
Elbow Flaring: FALSE
Depth: 99
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 22406ms: torso-hip 39 degrees, ankle 43 degrees, heel distance 26mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 99 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (51446ms, torso-hip: 32, ankle: 47, heel: 22)
Elbow Flaring: FALSE
Depth: 78
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 51446ms: torso-hip 32 degrees, ankle 47 degrees, heel distance 22mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 78 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (24888ms, torso-hip: 35, ankle: 51, heel: 13)
Elbow Flaring: FALSE
Depth: 79
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 24888ms: torso-hip 35 degrees, ankle 51 degrees, heel distance 13mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 79 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (31165ms, torso-hip: 33, ankle: 43, heel: 10)
Elbow Flaring: FALSE
Depth: 92
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 31165ms: torso-hip 33 degrees, ankle 43 degrees, heel distance 10mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 92 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (12930ms, torso-hip: 29, ankle: 41, heel: 24)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 12930ms: torso-hip 29 degrees, ankle 41 degrees, heel distance 24mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 81 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (30799ms, torso-hip: 35, ankle: 53, heel: 28)
Elbow Flaring: FALSE
Depth: 82
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 30799ms: torso-hip 35 degrees, ankle 53 degrees, heel distance 28mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 82 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (9685ms, torso-hip: 28, ankle: 40, heel: 24)
Elbow Flaring: FALSE
Depth: 95
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 9685ms: torso-hip 28 degrees, ankle 40 degrees, heel distance 24mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Heels: on ground. Torso: proper alignment. Depth: 95 degrees (acceptable 75-90). Sit back more, push hips back first, widen stance."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Longer Torso
Heels Lifting: FALSE
Torso Forward: FALSE
Knees Forward: TRUE (20662ms, torso-hip: 28, ankle: 44, heel: 29)
Elbow Flaring: FALSE
Depth: 72
Acceptable: FALSE","Knees too far forward. Sit back more. ||| Knees forward at 20662ms: torso-hip 28 degrees, ankle 44 degrees, heel distance 29mm. The performer's knees went too far forward because the ankle angle is too high (above 40 degrees), which is one factor that caused this issue. Elbow flaring happens when upper body stability is compromised. Depth: 72 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Torso: proper alignment. Sit back more, push hips back first, widen stance. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
